"codigo_del_sitio","weather_ts","n_records","temp_mean","temp_median","humidity_mean","humidity_median","dew_point_mean","dew_point_median","wind_speed_mean","wind_speed_median","wind_chill_mean","wind_chill_median","heat_index_mean","heat_index_median","bar_mean","bar_median","rain_mean","rain_median","rain_rate_mean","rain_rate_median","solar_rad_mean","solar_rad_median","solar_energy_mean","solar_energy_median","et_mean","et_median"
"RBMNN-AB-01","02/01/2025","73","21.139269406392696","20.277777777777779","87.616438356164366","93","66.178082191780845","66","0.39726027397260261","0","70.068493150684944","69","71.91780821917807","71","29.946438356164382","29.947","0","0","0","0","146.38356164383558","0","","","0.052616438356164377","0.081"
"RBMNN-AB-01","03/01/2025","63","21.938271604938276","22.166666666666671","88.571428571428584","89","66.873015873015845","68","0.047619048","0","70.285714285714292","71","72.47619048","73","29.976396825396819","29.978","0","0","0","0","103.6349206349206","0","","","0.031619047619047616","0.046"
"RBMNN-AB-01","04/01/2025","72","21.996913580246911","22.944444444444443","89.069444444444429","90","68.29166667","70","0.29166666666666674","0","71.625000000000028","73","73.75","75","29.992319444444444","29.992","0","0","0","0","168.7638888888888","11","","","0.042833333333333341","0.044"
"RBMNN-AB-01","05/01/2025","68","21.34885620915033","20.611111111111107","89.20588235294116","92","67.117647058823536","67","0.26470588235294135","0","70.51470588235297","69","72.514705882352956","71","29.980426470588235","29.981","0","0","0","0","137.88235294117649","0","","","0.046529412","0.063"
"RBMNN-AB-01","06/01/2025","71","21.227699530516428","20.277777777777779","88.08450704225352","91","66.507042253521135","66","0.15492957746478875","0","70.253521126760589","69","72.11267606","71","29.98615492957747","29.986","0","0","0","0","175.84507042253526","0","","","0.062042253521126758","0.088"
"RBMNN-AB-01","07/01/2025","77","21.355699855699854","20.333333333333329","86.714285714285751","92","66.181818181818215","66","0.038961038961038974","0","70.50649351","69","72.376623376623371","71","29.956311688311686","29.962","0","0","0","0","159.68831168831167","0","","","0.051480519480519488","0.066"
"RBMNN-AB-01","08/01/2025","67","20.662520729684914","20.277777777777779","90.283582089552269","93","66.253731343283548","66","0.044776119402985079","0","69.283582089552255","69","71.134328358208961","71","29.96498507462686","29.961","0","0","0","0","42.328358208955237","0","","","0.017134328358208953","0.024"
"RBMNN-AB-01","09/01/2025","74","19.896396396396391","19.777777777777775","90.824324324324323","92","65.094594594594611","65","0.081081081081081113","0","67.878378378378343","68","69.67567568","70","29.980418918918918","29.968","0.48054054054054063","0.762","0","0","22.094594594594593","5","","","0.006162162","0.008"
"RBMNN-AB-01","10/01/2025","68","18.993366500829183","19.055555555555557","92.701492537313442","95","66.897058823529377","65","0","0","69","66","70.691176470588218","68","29.962794117647061","29.956","0.74705882352941222","1.016","0","0","22.656716417910445","5","","","0.004617647","0.005"
"RBMNN-AB-01","11/01/2025","94","18.641252955082741","17.388888888888889","72.829787234042527","76","56.382978723404243","56","0.19148936170212777","0","65.627659574468083","63","65.56382978723407","63","29.897478723404248","29.891","0","0","0","0","158.4574468085107","0","","","0.046382978723404272","0.054"
"RBMNN-AB-01","12/01/2025","78","18.388888888888886","18.555555555555557","77.384615384615373","79","57.435897435897438","57","0.30769230769230782","0","65.179487179487168","65","65.29487179487181","66","29.936192307692316","29.923","0","0","0","0","105.55128205128204","7","","","0.031961538461538472","0.032"
"RBMNN-AB-01","13/01/2025","71","18.446009389671364","18.666666666666664","78.690140845070417","81","58.112676056338024","58","0.11267605633802817","0","65.225352112676063","66","65.563380281690115","66","29.985788732394372","30.003","0","0","0","0","125.80281690140842","14","","","0.037718309859154933","0.055"
"RBMNN-AB-01","14/01/2025","69","20.484702093397754","20.277777777777779","80.26086957","85","62.376811594202891","63","0.21739130434782614","0","68.956521739130409","69","69.942028985507235","70","30.01002898550724","30.007","0","0","0","0","190.62318840579712","0","","","0.059724637681159418","0.085"
"RBMNN-AB-01","15/01/2025","60","20.193518518518516","19.611111111111111","88.15","90","64.716666666666669","65","0.13333333333333333","0","68.34999999999998","67","70","69","30.041366666666672","30.046","0","0","0","0","63.566666666666677","0","","","0.025016666666666663","0.033"
"RBMNN-AB-01","16/01/2025","80","19.483333333333331","18.277777777777782","88.262499999999989","93","63.375000000000014","63","0.12499999999999996","0","67.087499999999991","65","68.462499999999977","67","30.051250000000003","30.043","0","0","0","0","129.86250000000004","0","","","0.052499999999999984","0.06"
"RBMNN-AB-01","17/01/2025","40","21.716666666666661","22.611111111111111","82.925000000000011","81","65.675000000000011","66","0.57500000000000018","0","71.225","73","72.8","75","30.018849999999993","30.011","0","0","0","0","208.45","25","","","0.080124999999999988","0.091"
"RBMNN-AB-01","18/01/2025","62","20.537634408602155","21.722222222222218","87.467741935483886","88","65.129032258064527","66","0.43548387096774177","0","69.016129032258078","71","70.725806451612939","73","30.030596774193548","30.027","0","0","0","0","194.06451612903228","0","","","0.062838709677419349","0.082"
"RBMNN-AB-01","19/01/2025","78","19.576210826210826","19.444444444444443","81.833333333333343","85","61.179487179487175","61","0.11538461538461539","0","67.320512820512832","67","68.205128205128233","68","30.010551282051281","30.012","0","0","0","0","184.05128205128204","11","","","0.062666666666666662","0.092"
"RBMNN-AB-01","20/01/2025","67","18.729684908789388","19.611111111111111","85.298507462686572","85","61.074626865671661","61","0.26865671641791061","0","65.70149254","67","66.70149254","69","29.949358208955214","29.948","0","0","0","0","185.05970149253741","0","","","0.062597014925373146","0.084"
"RBMNN-AB-01","21/01/2025","57","19.689083820662766","19.888888888888889","83.350877192982452","83","62.087719298245609","62","0.1228070175438597","0","67.52631579","68","68.578947368421055","69","30.010807017543854","30.008","0","0","0","0","175.38596491228068","39","","","0.050807017543859641","0.069"
"RBMNN-AB-01","22/01/2025","85","18.817647058823528","18.166666666666668","86.258823529411771","91","61.505882352941185","63","0.41176470588235303","0","65.917647058823533","65","66.999999999999986","66","30.00676470588235","30.005","0","0","0","0","210.44705882352935","23","","","0.052223529411764724","0.064"
"RBMNN-AB-01","23/01/2025","85","18.871241830065348","17.944444444444443","84.494117647058815","92","60.764705882352935","62","0.34117647058823514","0","66.023529411764727","64","66.964705882352973","66","30.005223529411762","30.005","0","0","0","0","221.15294117647059","7","","","0.050188235294117624","0.045"
"RBMNN-AB-01","24/01/2025","79","18.23769338959212","17.444444444444443","86.721518987341724","92","60.569620253164572","61","0.29113924050632922","0","64.924050632911388","63","65.822784810126592","65","29.979088607594935","29.971","0","0","0","0","185.26582278481015","14","","","0.054569620253164572","0.047"
"RBMNN-AB-01","25/01/2025","70","20.323015873015873","21.111111111111111","81.65714285714283","84","62.514285714285712","63","0.22857142857142856","0","68.585714285714246","70","69.842857142857142","71","29.952885714285717","29.944","0","0","0","0","168.05714285714282","0","","","0.052671428571428584","0.062"
"RBMNN-AB-01","26/01/2025","79","20.773558368495074","20.166666666666668","78.835443037974684","81","62.177215189873394","62","0.29113924050632911","0","69.430379746835428","68","70.468354430379748","69","30.015797468354432","30.022","0","0","0","0","202.1898734177214","19","","","0.061797468354430361","0.082"
"RBMNN-AB-01","27/01/2025","83","21.129183400267749","20.777777777777782","76.843373493975932","78","61.963855421686752","61","0.39759036144578325","0","70.084337349397572","69","71.07228916","71","29.993433734939757","29.985","0","0","0","0","193.33734939759026","0","","","0.055819277108433721","0.067"
"RBMNN-AB-01","28/01/2025","70","20.845238095238091","21.444444444444443","80.271428571428544","79","62.957142857142848","63","0.15714285714285717","0","69.571428571428569","71","70.699999999999989","72","29.93458571428571","29.927","0","0","0","0","116.32857142857146","51","","","0.031199999999999988","0.039"
"RBMNN-AB-01","29/01/2025","68","21.194444444444446","21.888888888888893","80.779411764705884","79","63.926470588235276","64","0.48529411764705893","0","70.19117647058826","71","71.441176470588218","73","29.913485294117638","29.914","0","0","0","0","187.64705882352939","0","","","0.056","0.069"
"RBMNN-AB-01","04/02/2025","1","18.833333333333336","18.833333333333336","87","87","62","62","0","0","66","66","67","67","29.928","29.928","0","0","0","0","0","0","","","0.112","0.112"
"RBMNN-AB-01","05/02/2025","10","17.4","17.333333333333332","89.9","90","60.500000000000007","60","0","0","63.2","63","64.2","64","29.9545","29.955","0","0","0","0","0","0","","","0.112","0.112"
"RBMNN-AB-01","07/02/2025","24","18.206018518518515","18.055555555555557","91.166666666666671","92","62.166666666666664","62","0","0","64.833333333333343","65","66.000000000000014","66","29.948666666666668","29.942","0","0","0","0","96.708333333333343","11","","","0.037333333333333336","0.001"
"RBMNN-AB-01","08/02/2025","85","20.970588235294123","21.333333333333336","83.070588235294125","88","64.047058823529355","65","0.36470588235294116","0","69.764705882352928","70","71.258823529411771","72","29.914917647058825","29.915","0","0","0","0","198.67058823529416","23","","","0.061576470588235316","0.07"
"RBMNN-AB-01","09/02/2025","47","22.152482269503547","23.333333333333332","82.127659574468112","79","66.063829787234056","67","0.93617021276595758","0","71.957446808510653","74","73.531914893617042","76","29.947170212765958","29.944","0","0","0","0","376.65957446808517","221","","","0.055872340425531915","0.049"
"RBMNN-AB-01","10/02/2025","69","20.997584541062803","21.333333333333336","81.072463768115938","80","63.420289855072461","63","0.46376811594202894","0","69.91304347826086","70","71.159420289855078","72","29.976072463768116","29.977","0","0","0","0","224.59420289855078","51","","","0.063304347826086946","0.071"
"RBMNN-AB-01","11/02/2025","59","21.82391713747646","23.166666666666668","76.966101694915267","78","63.084745762711862","64","0.47457627118644058","0","71.389830508474574","74","72.440677966101688","75","29.944322033898295","29.934","0","0","0","0","212.8644068","26","","","0.067","0.088"
"RBMNN-AB-01","12/02/2025","60","20.218518518518518","19.777777777777775","85.316666666666634","89","63.650000000000013","64","0.31666666666666654","0","68.399999999999991","68","69.716666666666669","69","29.868783333333326","29.87","0","0","0","0","75.883333333333326","0","","","0.07175","0.105"
"RBMNN-AB-01","13/02/2025","82","20.071138211382117","19.166666666666668","85.548780487804862","89","63.48780487804877","63","0.46341463414634165","0","68.231707317073187","67","69.500000000000043","68","29.905158536585365","29.914","0","0","0","0","174.43902439024382","0","","","0.058353658536585362","0.073"
"RBMNN-AB-01","14/02/2025","71","21.317683881064163","21.944444444444443","79.633802816901408","82","63.408450704225352","64","0.33802816901408467","0","70.408450704225345","72","71.647887323943692","73","29.984478873239443","29.987","0","0","0","0","209.16901408450704","44","","","0.071295774647887333","0.103"
"RBMNN-AB-01","15/02/2025","76","20.107456140350877","19.222222222222218","87.789473684210535","92","64.368421052631618","64","0.55263157894736858","0","68.236842105263136","67","69.749999999999986","68","30.004539473684208","30.002","0","0","0","0","151.63157894736844","0","","","0.063631578947368414","0.095"
"RBMNN-AB-01","16/02/2025","80","19.550694444444449","19.333333333333332","87.287500000000023","90","63.174999999999969","64","0.3625","0","67.287499999999966","67","68.5","68","29.931425000000004","29.927","0","0","0","0","138.02500000000006","0","","","0.050674999999999984","0.074"
"RBMNN-AB-01","17/02/2025","67","20.79767827529021","21.111111111111111","85.328358208955208","88","64.7761194","66","0.35820895522388058","0","69.44776119402988","70","70.985074626865639","72","29.901776119402982","29.917","0","0","0","0","172.95522388059698","19","","","0.051238805970149258","0.075"
"RBMNN-AB-01","18/02/2025","72","20.709876543209873","21.222222222222221","88.013888888888886","89","65.486111111111086","66","0.27777777777777779","0","69.347222222222186","70","71.083333333333329","72","29.950583333333331","29.951","0","0","0","0","133.58333333333331","21","","","0.032458333333333332","0.033"
"RBMNN-AB-01","19/02/2025","83","20.510040160642575","20.888888888888886","84.903614457831338","88","64.036144578313241","65","0.39759036144578319","0","68.975903614457835","70","70.36144578","71","29.948024096385531","29.956","0","0","0","0","199.8674698795181","19","","","0.058084337349397587","0.084"
"RBMNN-AB-01","20/02/2025","72","20.999228395061728","20.777777777777782","83.097222222222229","87","64.25","65","0.58333333333333326","0","69.833333333333286","69","71.263888888888914","71","29.920305555555554","29.923","0","0","0","0","223.80555555555554","19","","","0.077000000000000013","0.103"
"RBMNN-AB-01","21/02/2025","80","21.259027777777778","21.277777777777779","86.687499999999957","89","66.05","66","0.60000000000000031","0","70.324999999999974","70","71.949999999999974","72","29.93565","29.937","0","0","0","0","170.70000000000002","5","","","0.050737500000000005","0.065"
"RBMNN-AB-01","22/02/2025","45","23.960493827160494","25.222222222222225","76.999999999999986","74","67.266666666666652","68","0.82222222222222263","1","75.222222222222214","77","77.28888889","80","29.976688888888891","29.968","0","0","0","0","287.77777777777794","81","","","0.088133333333333314","0.106"
"RBMNN-AB-01","23/02/2025","50","23.458888888888879","25.444444444444443","74.739999999999981","72","65.320000000000007","66","0.71999999999999986","1","74.219999999999985","78","76.04","80","29.991919999999997","29.998","0","0","0","0","232.1399999999999","39","","","0.09068","0.108"
"RBMNN-AB-01","24/02/2025","62","21.32526882","22.444444444444446","82.258064516129011","82","64.51612903225805","66","0.54838709677419339","0","70.483870967741908","72","71.935483870967744","74","29.961645161290324","29.959","0","0","0","0","134.27419354838713","0","","","0.092112903225806481","0.119"
"RBMNN-AB-01","25/02/2025","70","21.313492063492056","21.722222222222218","85.928571428571431","87","65.871428571428567","66","0.74285714285714277","0","70.399999999999977","71","72.128571428571433","73","29.886428571428578","29.891","0","0","0","0","252.41428571428568","44","","","0.077185714285714288","0.107"
"RBMNN-AB-01","26/02/2025","70","21.692857142857147","21.555555555555557","83.785714285714278","85","65.728571428571428","66","0.64285714285714279","0","71.071428571428626","71","72.75714285714291","73","29.899057142857149","29.903","0","0","0","0","234.81428571428577","49","","","0.064071428571428571","0.095"
"RBMNN-AB-01","27/02/2025","104","22.447115384615387","21.111111111111111","85.92307692307692","91","67.826923076923137","67","0.50961538461538458","0","72.45192308","70","74.84615384615384","72","29.926182692307695","29.926","0","0","0","0","183.15384615384616","0","","","0.076317307692307684","0.108"
"RBMNN-AB-01","28/02/2025","62","23.982078853046595","24.555555555555557","83.12903226","83","69.709677419354875","70","0.95161290322580661","1","75.161290322580641","76","77.69354838709674","79","29.896903225806447","29.89","0","0","0","0","294.14516129032251","63","","","0.10432258064516128","0.124"
"RBMNN-AB-01","01/03/2025","92","21.93538647342994","23.166666666666668","84.271739130434767","80","66.565217391304344","67","0.82608695652173925","0","71.663043478260889","74","73.29347826086952","76","29.93557608695652","29.936","0","0","0","0","250.28260869565216","19","","","0.097217391304347853","0.124"
"RBMNN-AB-01","02/03/2025","122","20.67030965391621","19.666666666666671","87.55737704918036","92","65.2704918","66","0.57377049180327877","0","69.286885245901644","67","70.918032786885234","70","29.94077869","29.937","0","0","0","0","185.77049180327873","0","","","0.064155737704917989","0.059"
"RBMNN-AB-01","03/03/2025","99","21.945005611672261","20.944444444444443","83.040404040404013","88","65.909090909090935","66","0.52525252525252542","0","71.626262626262616","70","73.393939393939363","71","29.916565656565645","29.921","0","0","0","0","208.21212121212127","0","","","0.093141414141414164","0.129"
"RBMNN-AB-01","04/03/2025","134","21.056384742951909","20.388888888888889","86.977611940298516","89","65.835820895522389","66","0.582089552","0","69.940298507462714","69","71.649253731343251","71","29.925358208955224","29.923","0","0","0","0","202.59701492537317","0","","","0.069126865671641807","0.087"
"RBMNN-AB-01","05/03/2025","119","20.13398692810458","21.166666666666664","82.93277310924374","82","62.705882352941167","63","0.588235294","0","68.294117647058812","70","69.403361344537828","71","29.896252100840332","29.894","0","0","0","0","210.8571428571428","11","","","0.075478991596638623","0.104"
"RBMNN-AB-01","06/03/2025","81","21.206447187928671","22.833333333333329","83.11111111","79","64.753086419753117","66","0.8271604938271605","1","70.22222222","73","71.740740740740733","75","29.889074074074074","29.893","0","0","0","0","314.28395061728395","51","","","0.102641975","0.13"
"RBMNN-AB-01","07/03/2025","85","21.21111111","22.333333333333332","83.69411764705886","82","64.941176470588232","66","0.90588235294117647","1","70.223529411764758","72","71.764705882352928","74","29.973411764705887","29.967","0","0","0","0","308.90588235294121","47","","","0.090682352941176478","0.121"
"RBMNN-AB-01","08/03/2025","108","21.830761316872437","22.611111111111111","77.361111111111114","80","63.083333333333371","64","0.52777777777777768","0","71.370370370370352","73","72.50925925925921","74","29.982851851851844","29.987","0","0","0","0","90.90740741","5","","","0.043972222222222225","0.063"
"RBMNN-AB-01","09/03/2025","120","19.81759259259259","19.722222222222221","78.233333333333334","79","60.291666666666671","61","0.57500000000000007","0","67.708333333333343","68","68.458333333333357","68","29.977116666666667","29.972","0","0","0","0","250.78333333333345","0","","","0.079825","0.111"
"RBMNN-AB-01","10/03/2025","107","17.732606438213907","16.944444444444443","84.63551401869158","89","58.962616822429922","60","0.52336448598130836","0","63.97196261682241","63","64.663551401869114","63","29.938504672897192","29.942","0","0","0","0","180.01869158878512","0","","","0.077990654205607454","0.127"
"RBMNN-AB-01","11/03/2025","102","19.564270152505443","20.555555555555557","74.696078431372541","78","58.147058823529427","58","0.81372549019607832","0","67.235294117647058","69","67.6372549","70","29.977568627450978","29.978","0","0","0","0","263.19607843137248","28","","","0.099647058823529422","0.132"
"RBMNN-AB-01","12/03/2025","83","21.13052208835342","22.722222222222225","74.614457831325325","71","61.144578313253035","62","0.78313253012048212","1","70.084337349397586","73","70.951807228915683","74","29.961638554216872","29.961","0","0","0","0","296.6265060240965","46","","","0.086915662650602424","0.117"
"RBMNN-AB-01","13/03/2025","109","20.839959225280328","20.333333333333329","78.440366972477065","82","62.045871559633028","62","0.660550459","0","69.550458715596321","69","70.605504587155977","70","29.973504587155965","29.972","0","0","0","0","247.66972477064223","18","","","0.089651376146788975","0.131"
"RBMNN-AB-01","14/03/2025","104","21.333867521367523","22.111111111111111","77.884615384615358","78","62.817307692307686","62","0.721153846","0","70.432692307692321","72","71.59615384615384","73","29.935451923076922","29.934","0","0","0","0","216.72115384615387","0","","","0.096423076923076889","0.129"
"RBMNN-AB-01","15/03/2025","102","20.075163398692819","20.277777777777779","81.813725490196077","83","62.137254901960823","63","0.7254901960784309","0","68.245098039215719","69","69.254901960784309","70","29.914911764705877","29.915","0","0","0","0","215.14705882352942","0","","","0.089019607843137269","0.124"
"RBMNN-AB-01","16/03/2025","107","18.23104880581516","19","81.476635514018739","79","58.878504672897193","59","0.7850467289719627","0","64.84112149532713","66","65.429906542056088","67","29.897476635514007","29.895","0","0","0","0","258.28037383177571","51","","","0.072887850467289711","0.091"
"RBMNN-AB-01","17/03/2025","101","19.755775577557753","21.388888888888889","79.9009901","78","60.811881188118811","62","0.77227722772277263","0","67.633663366336663","71","68.465346534653435","72","29.94783168316831","29.938","0","0","0","0","280.4257425742573","60","","","0.076049504950495062","0.112"
"RBMNN-AB-01","18/03/2025","101","20.683168316831694","20.888888888888886","81.4950495","81","63.118811881188094","64","0.70297029702970293","0","69.287128712871279","70","70.425742574257427","71","30.035653465346535","30.037","0","0","0","0","228.22772277227716","0","","","0.076663366","0.122"
"RBMNN-AB-01","19/03/2025","62","22.982974910394269","23.666666666666664","80.177419354838719","81","66.709677419354833","67","1.1451612903225805","1","73.467741935483858","75","75.258064516129039","77","30.001532258064515","29.994","0","0","0","0","326.74193548387092","67","","","0.10596774193548386","0.13"
"RBMNN-AB-01","20/03/2025","62","20.747311827956995","20.555555555555557","82.5","87","63.629032258064527","64","0.66129032258064513","0","69.40322580645163","69","70.69354839","71","29.893403225806448","29.894","0","0","0","0","92.532258064516128","0","","","0.1033548387096774","0.134"
"RBMNN-AB-01","21/03/2025","80","19.486805555555556","19","89.2125","90","63.85","63","0.4375","0","67.124999999999986","66","68.575000000000031","67","29.932337499999996","29.931","0","0","0","0","82.524999999999977","0","","","0.062312499999999979","0.006"
"RBMNN-AB-01","22/03/2025","109","21.110601427115178","21.5","84.89908256880733","87","65.16513761","65","0.74311926605504608","0","70.055045871559614","71","71.559633027522935","72","29.942633027522927","29.943","0","0","0","0","257.70642201834858","0","","","0.087302752293577979","0.122"
"RBMNN-AB-01","23/03/2025","135","20.104938271604944","19.166666666666668","82.081481481481447","89","62.14074074","63","0.65925925925925954","0","68.237037037037069","67","69.296296296296333","68","29.914955555555569","29.917","0","0","0","0","226.32592592592596","0","","","0.074244444444444418","0.092"
"RBMNN-AB-01","24/03/2025","104","21.899038461538463","21.999999999999996","80.21153846","82","64.769230769230745","65","0.92307692307692324","1","71.461538461538467","72","72.93269231","73","29.891884615384615","29.895","0","0","0","0","274.77884615384625","53","","","0.10124999999999999","0.138"
"RBMNN-AB-01","25/03/2025","100","21.473333333333336","21.722222222222218","83.529999999999973","83","65.359999999999985","66","0.91","1","70.720000000000027","71","72.310000000000016","73","29.88900000000001","29.892","0","0","0","0","252.37","81","","","0.08278","0.111"
"RBMNN-AB-01","26/03/2025","131","21.176420695504671","21.833333333333332","86.374045801526748","89","65.847328244274834","67","0.88549618320610579","0","70.167938931297712","71","71.839694656488561","73","29.937870229007643","29.933","0","0","0","0","221.35877862595419","0","","","0.072541985","0.089"
"RBMNN-AB-01","27/03/2025","124","21.349910394265237","21.111111111111111","82.741935483870947","90","64.500000000000071","64","1.0322580645161292","0","70.459677419354833","70","71.879032258064541","72","29.939338709677411","29.937","0","0","0","0","198.86290322580655","32","","","0.072741935483870979","0.103"
"RBMNN-AB-01","28/03/2025","101","21.553905390539054","22.055555555555557","85.14851485148516","87","65.999999999999972","67","1.0990099009900995","0","70.861386138613881","72","72.584158415841543","74","29.910930693069304","29.915","0","0","0","0","258.21782178217831","30","","","0.093366336633663366","0.124"
